mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID
"m01319c"	"m01319"	""	"C19581"	""	""	""	""	""	""	"M01319"	"MNXM10644"	"m01319c"
"m01320c"	"m01320"	""	"C19580"	""	""	""	""	""	""	"M01320"	"MNXM10645"	"m01320c"
"m01321c"	"m01321"	""	""	""	""	""	""	"CE5853"	""	"CE5853"	"MNXM15963"	"m01321c"
"m01322c"	"m01322"	"gal1p"	"C03384"	""	"CHEBI:17973"	"123912"	""	""	""	"gal1p"	"MNXM336"	"m01322c"
"m01323c"	"m01323"	"m1mpdol__L"	"C05861"	""	"CHEBI:28067"	""	""	""	""	"m1mpdol_L"	"MNXM148043"	"m01323c"
"m01324c"	"m01324"	"acgagbside_hs"	""	""	""	""	""	""	""	"acgagbside_hs"	"MNXM7051"	"m01324c"
"m01324g"	"m01324"	"acgagbside_hs"	""	""	""	""	""	""	""	"acgagbside_hs"	"MNXM7051"	"m01324g"
"m01324l"	"m01324"	"acgagbside_hs"	""	""	""	""	""	""	""	"acgagbside_hs"	"MNXM7051"	"m01324l"
"m01325c"	"m01325"	""	""	""	""	"439960"	""	"CE5456"	""	"CE5456"	"MNXM30866"	"m01325c"
"m01326c"	"m01326"	"apnnox"	"C02759"	"HMDB03667"	"CHEBI:29060"	"91508"	""	""	""	"apnnox"	"MNXM163752"	"m01326c"
"m01326s"	"m01326"	"apnnox"	"C02759"	"HMDB03667"	"CHEBI:29060"	"91508"	""	""	""	"apnnox"	"MNXM163752"	"m01326s"
"m01327c"	"m01327"	"avite1"	"C02477"	"HMDB01893"	"CHEBI:18145"	"14985"	"LMPR02020000"	""	""	"avite1"	"MNXM2741"	"m01327c"
"m01327r"	"m01327"	"avite1"	"C02477"	"HMDB01893"	"CHEBI:18145"	"14985"	"LMPR02020000"	""	""	"avite1"	"MNXM2741"	"m01327r"
"m01327s"	"m01327"	"avite1"	"C02477"	"HMDB01893"	"CHEBI:18145"	"14985"	"LMPR02020000"	""	""	"avite1"	"MNXM2741"	"m01327s"
"m01328c"	"m01328"	""	""	""	""	""	""	"CE5021"	""	"CE5021"	"MNXM166990"	"m01328c"
"m01329c"	"m01329"	""	""	""	""	"24205"	""	"CE5022"	""	"CE5022"	"MNXM164520"	"m01329c"
"m01330c"	"m01330"	"avite2"	"C14153"	"HMDB06327"	"CHEBI:33270"	"5282347"	"LMPR02020054"	""	""	"avite2"	"MNXM162932"	"m01330c"
"m01330r"	"m01330"	"avite2"	"C14153"	"HMDB06327"	"CHEBI:33270"	"5282347"	"LMPR02020054"	""	""	"avite2"	"MNXM162932"	"m01330r"
"m01330s"	"m01330"	"avite2"	"C14153"	"HMDB06327"	"CHEBI:33270"	"5282347"	"LMPR02020054"	""	""	"avite2"	"MNXM162932"	"m01330s"
"m01331c"	"m01331"	""	""	""	""	""	""	"CE7122"	""	"CE7122"	"MNXM152137"	"m01331c"
"m01332c"	"m01332"	"aact"	"C01888"	""	""	"215"	""	""	""	"aact"	"MNXM1106"	"m01332c"
"m01332m"	"m01332"	"aact"	"C01888"	""	""	"215"	""	""	""	"aact"	"MNXM1106"	"m01332m"
"m01333c"	"m01333"	""	""	""	""	""	""	"CE5277"	""	"CE5277"	"MNXM152198"	"m01333c"
"m01334c"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334c"
"m01334g"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334g"
"m01334l"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334l"
"m01334m"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334m"
"m01334n"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334n"
"m01334p"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334p"
"m01334r"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334r"
"m01334s"	"m01334"	"amp"	"C00020"	"HMDB00045"	"CHEBI:16027"	"6083"	""	""	"HC00030"	"amp"	"MNXM14"	"m01334s"
"m01335c"	"m01335"	""	"C11695"	"HMDB04080"	"CHEBI:2700"	"5281969"	"LMFA08040001"	""	""	"C11695"	"MNXM5060"	"m01335c"
"m01336c"	"m01336"	""	"C04295"	"HMDB03818"	"CHEBI:2710"	"10634"	"LMST02020005"	""	""	"C04295"	"MNXM2973"	"m01336c"
"m01336r"	"m01336"	""	"C04295"	"HMDB03818"	"CHEBI:2710"	"10634"	"LMST02020005"	""	""	"C04295"	"MNXM2973"	"m01336r"
"m01337c"	"m01337"	""	""	""	""	"159663"	""	"CE6031"	""	"CE6031"	"MNXM42074"	"m01337c"
"m01338c"	"m01338"	"andrstrn"	"C00523"	"HMDB00031"	"CHEBI:16032"	"12306765"	"LMST02020001"	""	""	"andrstrn"	"MNXM162746;MNXM995"	"m01338c"
"m01338r"	"m01338"	"andrstrn"	"C00523"	"HMDB00031"	"CHEBI:16032"	"12306765"	"LMST02020001"	""	""	"andrstrn"	"MNXM162746;MNXM995"	"m01338r"
"m01338s"	"m01338"	"andrstrn"	"C00523"	"HMDB00031"	"CHEBI:16032"	"12306765"	"LMST02020001"	""	""	"andrstrn"	"MNXM162746;MNXM995"	"m01338s"
"m01339c"	"m01339"	"andrstrnglc"	"C11135"	"HMDB02829"	"CHEBI:28832"	"114833"	""	""	""	"andrstrnglc"	"MNXM7068"	"m01339c"
"m01339r"	"m01339"	"andrstrnglc"	"C11135"	"HMDB02829"	"CHEBI:28832"	"114833"	""	""	""	"andrstrnglc"	"MNXM7068"	"m01339r"
"m01339s"	"m01339"	"andrstrnglc"	"C11135"	"HMDB02829"	"CHEBI:28832"	"114833"	""	""	""	"andrstrnglc"	"MNXM7068"	"m01339s"
"m01340c"	"m01340"	""	""	""	""	"5287678"	""	"CE5014"	""	"CE5014"	"MNXM42129"	"m01340c"
"m01341c"	"m01341"	""	"C00292"	""	"CHEBI:17296"	""	""	""	""	"M01341"	"MNXM741"	"m01341c"
"m01342c"	"m01342"	"anth"	"C00108"	"HMDB01123"	"CHEBI:30754"	"227"	""	""	"HC00107"	"anth"	"MNXM188"	"m01342c"
"m01343c"	"m01343"	""	""	""	""	""	"PROTEIN"	""	"HC00002"	"HC00002"	""	"m01343c"
"m01343l"	"m01343"	""	""	""	""	""	"PROTEIN"	""	"HC00002"	"HC00002"	""	"m01343l"
"m01343s"	"m01343"	""	""	""	""	""	"PROTEIN"	""	"HC00002"	"HC00002"	""	"m01343s"
"m01344c"	"m01344"	"antipyrene"	"C13244"	""	"CHEBI:31225"	"2206"	""	""	""	"antipyrene"	"MNXM10720"	"m01344c"
"m01344s"	"m01344"	"antipyrene"	"C13244"	""	"CHEBI:31225"	"2206"	""	""	""	"antipyrene"	"MNXM10720"	"m01344s"
"m01345c"	"m01345"	""	""	""	""	""	"PROTEIN"	""	"HC00003"	"HC00003"	""	"m01345c"
"m01345l"	"m01345"	""	""	""	""	""	"PROTEIN"	""	"HC00003"	"HC00003"	""	"m01345l"
"m01345s"	"m01345"	""	""	""	""	""	"PROTEIN"	""	"HC00003"	"HC00003"	""	"m01345s"
"m01346c"	"m01346"	""	""	""	""	""	""	"CE6583"	""	"CE6583"	""	"m01346c"
"m01347c"	"m01347"	""	""	""	""	""	""	"CE4724"	""	"CE4724"	"MNXM152293"	"m01347c"
"m01348c"	"m01348"	""	""	""	""	"53481538"	""	"CE2917"	""	"CE2917"	"MNXM42305"	"m01348c"
"m01349c"	"m01349"	""	"C03688"	""	""	""	"PROTEIN"	""	"HC01161"	"HC01161"	"MNXM2214"	"m01349c"
"m01350c"	"m01350"	""	""	""	""	""	"PROTEIN"	""	"HC00004"	"HC00004"	"MNXM163754"	"m01350c"
"m01350l"	"m01350"	""	""	""	""	""	"PROTEIN"	""	"HC00004"	"HC00004"	"MNXM163754"	"m01350l"
"m01350r"	"m01350"	""	""	""	""	""	"PROTEIN"	""	"HC00004"	"HC00004"	"MNXM163754"	"m01350r"
"m01350s"	"m01350"	""	""	""	""	""	"PROTEIN"	""	"HC00004"	"HC00004"	"MNXM163754"	"m01350s"
"m01351c"	"m01351"	""	""	""	""	""	"PROTEIN"	""	"HC00005"	"HC00005"	""	"m01351c"
"m01351l"	"m01351"	""	""	""	""	""	"PROTEIN"	""	"HC00005"	"HC00005"	""	"m01351l"
"m01351r"	"m01351"	""	""	""	""	""	"PROTEIN"	""	"HC00005"	"HC00005"	""	"m01351r"
"m01352l"	"m01352"	""	""	""	""	""	"PROTEIN"	""	""	"M01352"	""	"m01352l"
"m01353c"	"m01353"	""	""	""	""	""	"PROTEIN"	""	"HC00006"	"HC00006"	""	"m01353c"
"m01353r"	"m01353"	""	""	""	""	""	"PROTEIN"	""	"HC00006"	"HC00006"	""	"m01353r"
"m01354c"	"m01354"	""	""	""	""	""	"PROTEIN"	""	"HC00007"	"HC00007"	""	"m01354c"
"m01354r"	"m01354"	""	""	""	""	""	"PROTEIN"	""	"HC00007"	"HC00007"	""	"m01354r"
"m01355c"	"m01355"	""	""	""	""	""	"PROTEIN"	""	"HC00008"	"HC00008"	""	"m01355c"
"m01355r"	"m01355"	""	""	""	""	""	"PROTEIN"	""	"HC00008"	"HC00008"	""	"m01355r"
"m01356c"	"m01356"	"apoC_Lys"	""	""	""	""	""	""	""	"apoC_Lys"	"MNXM147044"	"m01356c"
"m01356s"	"m01356"	"apoC_Lys"	""	""	""	""	""	""	""	"apoC_Lys"	"MNXM147044"	"m01356s"
"m01357c"	"m01357"	"apoC_Lys_btn"	"C06250"	""	""	""	""	""	""	"apoC_Lys_btn"	"MNXM147123"	"m01357c"
"m01358c"	"m01358"	""	"C02248"	""	""	""	""	""	""	"M01358"	"MNXM2100"	"m01358c"
"m01358l"	"m01358"	""	"C02248"	""	""	""	""	""	""	"M01358"	"MNXM2100"	"m01358l"
"m01358m"	"m01358"	""	"C02248"	""	""	""	""	""	""	"M01358"	"MNXM2100"	"m01358m"
"m01359c"	"m01359"	""	""	""	""	""	"PROTEIN"	""	"HC00009"	"HC00009"	""	"m01359c"
"m01359l"	"m01359"	""	""	""	""	""	"PROTEIN"	""	"HC00009"	"HC00009"	""	"m01359l"
"m01359r"	"m01359"	""	""	""	""	""	"PROTEIN"	""	"HC00009"	"HC00009"	""	"m01359r"
"m01360c"	"m01360"	""	"C06197"	""	"CHEBI:27775"	""	""	""	""	"M01360"	"MNXM3683"	"m01360c"
"m01361c"	"m01361"	"aqcobal"	"C00992"	""	"CHEBI:15852"	""	""	""	""	"aqcobal"	"MNXM2215"	"m01361c"
"m01361s"	"m01361"	"aqcobal"	"C00992"	""	"CHEBI:15852"	""	""	""	""	"aqcobal"	"MNXM2215"	"m01361s"
"m01362c"	"m01362"	"arachd"	"C00219"	"HMDB01043"	"CHEBI:15843"	"444899"	"LMFA01030001"	""	"HC00202"	"arachd"	"MNXM162250"	"m01362c"
"m01362l"	"m01362"	"arachd"	"C00219"	"HMDB01043"	"CHEBI:15843"	"444899"	"LMFA01030001"	""	"HC00202"	"arachd"	"MNXM162250"	"m01362l"
"m01362n"	"m01362"	"arachd"	"C00219"	"HMDB01043"	"CHEBI:15843"	"444899"	"LMFA01030001"	""	"HC00202"	"arachd"	"MNXM162250"	"m01362n"
"m01362p"	"m01362"	"arachd"	"C00219"	"HMDB01043"	"CHEBI:15843"	"444899"	"LMFA01030001"	""	"HC00202"	"arachd"	"MNXM162250"	"m01362p"
"m01362r"	"m01362"	"arachd"	"C00219"	"HMDB01043"	"CHEBI:15843"	"444899"	"LMFA01030001"	""	"HC00202"	"arachd"	"MNXM162250"	"m01362r"
"m01362s"	"m01362"	"arachd"	"C00219"	"HMDB01043"	"CHEBI:15843"	"444899"	"LMFA01030001"	""	"HC00202"	"arachd"	"MNXM162250"	"m01362s"
"m01363c"	"m01363"	"arachdcrn"	""	""	""	""	""	""	"HC12236"	"arachdcrn"	"MNXM8358"	"m01363c"
"m01363m"	"m01363"	"arachdcrn"	""	""	""	""	""	""	"HC12236"	"arachdcrn"	"MNXM8358"	"m01363m"
"m01363r"	"m01363"	"arachdcrn"	""	""	""	""	""	""	"HC12236"	"arachdcrn"	"MNXM8358"	"m01363r"
"m01364c"	"m01364"	"arachdcoa"	"C02249"	"HMDB06523"	"CHEBI:15514"	"16061152"	"LMFA07050007"	""	"HC01986"	"arachdcoa"	"MNXM430;MNXM90403"	"m01364c"
"m01364m"	"m01364"	"arachdcoa"	"C02249"	"HMDB06523"	"CHEBI:15514"	"16061152"	"LMFA07050007"	""	"HC01986"	"arachdcoa"	"MNXM430;MNXM90403"	"m01364m"
"m01364p"	"m01364"	"arachdcoa"	"C02249"	"HMDB06523"	"CHEBI:15514"	"16061152"	"LMFA07050007"	""	"HC01986"	"arachdcoa"	"MNXM430;MNXM90403"	"m01364p"
"m01364r"	"m01364"	"arachdcoa"	"C02249"	"HMDB06523"	"CHEBI:15514"	"16061152"	"LMFA07050007"	""	"HC01986"	"arachdcoa"	"MNXM430;MNXM90403"	"m01364r"
"m01365c"	"m01365"	"arg__L"	"C00062"	"HMDB00517"	"CHEBI:16467"	"6322"	""	""	"HC00065"	"arg_L"	"MNXM70"	"m01365c"
"m01365l"	"m01365"	"arg__L"	"C00062"	"HMDB00517"	"CHEBI:16467"	"6322"	""	""	"HC00065"	"arg_L"	"MNXM70"	"m01365l"
"m01365m"	"m01365"	"arg__L"	"C00062"	"HMDB00517"	"CHEBI:16467"	"6322"	""	""	"HC00065"	"arg_L"	"MNXM70"	"m01365m"
"m01365s"	"m01365"	"arg__L"	"C00062"	"HMDB00517"	"CHEBI:16467"	"6322"	""	""	"HC00065"	"arg_L"	"MNXM70"	"m01365s"
"m01366c"	"m01366"	"argsuc"	"C03406"	"HMDB00052"	"CHEBI:15682"	"16950"	""	""	"HC01113"	"argsuc"	"MNXM550"	"m01366c"
"m01367c"	"m01367"	""	"C06697"	""	"CHEBI:29866"	""	""	""	""	"M01367"	"MNXM658"	"m01367c"
"m01368c"	"m01368"	"ascb__L"	"C00072"	"HMDB00044"	"CHEBI:17208"	"54670067"	""	""	"HC00074"	"ascb_L"	"MNXM89592"	"m01368c"
"m01368s"	"m01368"	"ascb__L"	"C00072"	"HMDB00044"	"CHEBI:17208"	"54670067"	""	""	"HC00074"	"ascb_L"	"MNXM89592"	"m01368s"
"m01369c"	"m01369"	"asn__L"	"C00152"	"HMDB00168"	"CHEBI:17196"	"6267"	""	""	"HC00148"	"asn_L"	"MNXM147"	"m01369c"
"m01369l"	"m01369"	"asn__L"	"C00152"	"HMDB00168"	"CHEBI:17196"	"6267"	""	""	"HC00148"	"asn_L"	"MNXM147"	"m01369l"
"m01369m"	"m01369"	"asn__L"	"C00152"	"HMDB00168"	"CHEBI:17196"	"6267"	""	""	"HC00148"	"asn_L"	"MNXM147"	"m01369m"
"m01369s"	"m01369"	"asn__L"	"C00152"	"HMDB00168"	"CHEBI:17196"	"6267"	""	""	"HC00148"	"asn_L"	"MNXM147"	"m01369s"
"m01370c"	"m01370"	"asp__L"	"C00049"	"HMDB00191"	"CHEBI:17053"	"5960"	""	""	"HC00055"	"asp_L"	"MNXM42"	"m01370c"
"m01370l"	"m01370"	"asp__L"	"C00049"	"HMDB00191"	"CHEBI:17053"	"5960"	""	""	"HC00055"	"asp_L"	"MNXM42"	"m01370l"
"m01370m"	"m01370"	"asp__L"	"C00049"	"HMDB00191"	"CHEBI:17053"	"5960"	""	""	"HC00055"	"asp_L"	"MNXM42"	"m01370m"
"m01370s"	"m01370"	"asp__L"	"C00049"	"HMDB00191"	"CHEBI:17053"	"5960"	""	""	"HC00055"	"asp_L"	"MNXM42"	"m01370s"
"m01371c"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371c"
"m01371g"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371g"
"m01371l"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371l"
"m01371m"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371m"
"m01371n"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371n"
"m01371p"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371p"
"m01371r"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371r"
"m01371s"	"m01371"	"atp"	"C00002"	"HMDB00538"	"CHEBI:15422"	"5957"	""	""	"HC00012"	"atp"	"MNXM3"	"m01371s"
"m01372c"	"m01372"	""	"C08261"	"HMDB00784"	"CHEBI:48131"	"2266"	"LMFA01170054"	""	""	"C08261"	"MNXM164574"	"m01372c"
"m01373c"	"m01373"	""	"C08281"	"HMDB00944"	"CHEBI:28941"	"8215"	"LMFA01010022"	""	""	"docosac"	"MNXM162817;MNXM7102"	"m01373c"
"m01373l"	"m01373"	""	"C08281"	"HMDB00944"	"CHEBI:28941"	"8215"	"LMFA01010022"	""	""	"docosac"	"MNXM162817;MNXM7102"	"m01373l"
"m01373r"	"m01373"	""	"C08281"	"HMDB00944"	"CHEBI:28941"	"8215"	"LMFA01010022"	""	""	"docosac"	"MNXM162817;MNXM7102"	"m01373r"
"m01373s"	"m01373"	""	"C08281"	"HMDB00944"	"CHEBI:28941"	"8215"	"LMFA01010022"	""	""	"docosac"	"MNXM162817;MNXM7102"	"m01373s"
"m01374c"	"m01374"	""	"C07535"	""	"CHEBI:29865"	"2336"	""	""	""	"C07535"	"MNXM3216"	"m01374c"
"m01374s"	"m01374"	""	"C07535"	""	"CHEBI:29865"	"2336"	""	""	""	"C07535"	"MNXM3216"	"m01374s"
"m01375c"	"m01375"	""	"C14851"	""	""	"37786"	""	""	""	"C14851"	"MNXM7104"	"m01375c"
"m01376c"	"m01376"	""	"C14853"	""	""	""	""	""	""	"M01376"	"MNXM10781"	"m01376c"
"m01377c"	"m01377"	""	"C14852"	""	""	""	""	""	""	"M01377"	"MNXM4477"	"m01377c"
"m01378c"	"m01378"	""	"C14850"	""	""	""	""	""	""	"M01378"	"MNXM7105"	"m01378c"
"m01379c"	"m01379"	""	"C14849"	""	""	"37456"	""	""	""	"C14849"	"MNXM7106"	"m01379c"
"m01380c"	"m01380"	"bz"	"C00180"	""	"CHEBI:30746"	""	""	""	""	"bz"	"MNXM217"	"m01380c"
"m01380r"	"m01380"	"bz"	"C00180"	""	"CHEBI:30746"	""	""	""	""	"bz"	"MNXM217"	"m01380r"
"m01381c"	"m01381"	""	""	""	""	""	""	"CE1264"	""	"CE1264"	"MNXM43602"	"m01381c"
"m01382l"	"m01382"	"mn"	""	"HMDB06535"	""	"53477853"	""	""	""	"mn"	"MNXM8331"	"m01382l"
"m01383c"	"m01383"	"ala_B"	"C00099"	"HMDB00056"	"CHEBI:16958"	"239"	""	""	"HC00100"	"ala_B"	"MNXM144"	"m01383c"
"m01383m"	"m01383"	"ala_B"	"C00099"	"HMDB00056"	"CHEBI:16958"	"239"	""	""	"HC00100"	"ala_B"	"MNXM144"	"m01383m"
"m01383s"	"m01383"	"ala_B"	"C00099"	"HMDB00056"	"CHEBI:16958"	"239"	""	""	"HC00100"	"ala_B"	"MNXM144"	"m01383s"
"m01384c"	"m01384"	""	""	""	"CHEBI:109895"	"64961"	""	"CE3087"	""	"CE3087"	"MNXM43781"	"m01384c"
"m01385c"	"m01385"	"caro"	""	""	""	""	"LMPR01070000"	""	""	"caro"	"MNXM614"	"m01385c"
"m01385s"	"m01385"	"caro"	""	""	""	""	"LMPR01070000"	""	""	"caro"	"MNXM614"	"m01385s"
"m01386c"	"m01386"	""	""	""	""	""	""	"CE4722"	""	"CE4722"	"MNXM152651"	"m01386c"
"m01387c"	"m01387"	""	""	""	""	"4424653"	""	"CE2915"	""	"CE2915"	"MNXM163311"	"m01387c"
"m01388c"	"m01388"	""	"C00221"	""	"CHEBI:15903"	""	""	""	""	"M01388"	"MNXM105"	"m01388c"
"m01389c"	"m01389"	""	"C01172"	""	"CHEBI:17719"	""	""	""	""	"M01389"	"MNXM508"	"m01389c"
"m01390c"	"m01390"	"mpdol__L"	"C05860"	""	"CHEBI:18396"	""	""	""	""	"mpdol_L"	"MNXM148107"	"m01390c"
"m01391c"	"m01391"	"acgbgbside_hs"	""	""	""	""	""	""	""	"acgbgbside_hs"	"MNXM7110"	"m01391c"
"m01391g"	"m01391"	"acgbgbside_hs"	""	""	""	""	""	""	""	"acgbgbside_hs"	"MNXM7110"	"m01391g"
"m01391l"	"m01391"	"acgbgbside_hs"	""	""	""	""	""	""	""	"acgbgbside_hs"	"MNXM7110"	"m01391l"
"m01392c"	"m01392"	""	""	"HMDB00754"	"CHEBI:37084"	"69362"	""	"CE2028"	""	"CE2028"	"MNXM36533"	"m01392c"
"m01393c"	"m01393"	"glyb"	"C00719"	"HMDB00043"	"CHEBI:17750"	"247"	""	""	"HC00515"	"glyb"	"MNXM289"	"m01393c"
"m01393m"	"m01393"	"glyb"	"C00719"	"HMDB00043"	"CHEBI:17750"	"247"	""	""	"HC00515"	"glyb"	"MNXM289"	"m01393m"
"m01393s"	"m01393"	"glyb"	"C00719"	"HMDB00043"	"CHEBI:17750"	"247"	""	""	"HC00515"	"glyb"	"MNXM289"	"m01393s"
"m01394c"	"m01394"	"betald"	"C00576"	""	"CHEBI:15710"	"249"	""	""	"HC00435"	"betald"	"MNXM457"	"m01394c"
"m01394m"	"m01394"	"betald"	"C00576"	""	"CHEBI:15710"	"249"	""	""	"HC00435"	"betald"	"MNXM457"	"m01394m"
"m01395c"	"m01395"	""	""	""	""	""	""	""	"HC02080"	"HC02080"	""	"m01395c"
"m01395s"	"m01395"	""	""	""	""	""	""	""	"HC02080"	"HC02080"	""	"m01395s"
"m01396c"	"m01396"	"bilirub"	"C00486"	"HMDB00054"	"CHEBI:16990"	"5280352"	""	""	"HC00385"	"bilirub"	"MNXM534"	"m01396c"
"m01396r"	"m01396"	"bilirub"	"C00486"	"HMDB00054"	"CHEBI:16990"	"5280352"	""	""	"HC00385"	"bilirub"	"MNXM534"	"m01396r"
"m01396s"	"m01396"	"bilirub"	"C00486"	"HMDB00054"	"CHEBI:16990"	"5280352"	""	""	"HC00385"	"bilirub"	"MNXM534"	"m01396s"
"m01397c"	"m01397"	"bildglcur"	"C05787"	""	"CHEBI:18392"	""	""	""	"HC01616"	"bildglcur"	"MNXM1369;MNXM162497"	"m01397c"
"m01397r"	"m01397"	"bildglcur"	"C05787"	""	"CHEBI:18392"	""	""	""	"HC01616"	"bildglcur"	"MNXM1369;MNXM162497"	"m01397r"
"m01397s"	"m01397"	"bildglcur"	"C05787"	""	"CHEBI:18392"	""	""	""	"HC01616"	"bildglcur"	"MNXM1369;MNXM162497"	"m01397s"
"m01398c"	"m01398"	"bilglcur"	"C03374"	""	"CHEBI:16427"	""	""	""	"HC02188"	"bilglcur"	"MNXM162498"	"m01398c"
"m01398r"	"m01398"	"bilglcur"	"C03374"	""	"CHEBI:16427"	""	""	""	"HC02188"	"bilglcur"	"MNXM162498"	"m01398r"
"m01398s"	"m01398"	"bilglcur"	"C03374"	""	"CHEBI:16427"	""	""	""	"HC02188"	"bilglcur"	"MNXM162498"	"m01398s"
"m01399c"	"m01399"	"biliverd"	"C00500"	""	"CHEBI:17033"	""	""	""	""	"biliverd"	"MNXM416"	"m01399c"
"m01400c"	"m01400"	"biocyt"	"C05552"	""	"CHEBI:27870"	"83814"	""	""	""	"biocyt"	"MNXM2981;MNXM44319"	"m01400c"
"m01400n"	"m01400"	"biocyt"	"C05552"	""	"CHEBI:27870"	"83814"	""	""	""	"biocyt"	"MNXM2981;MNXM44319"	"m01400n"
"m01400s"	"m01400"	"biocyt"	"C05552"	""	"CHEBI:27870"	"83814"	""	""	""	"biocyt"	"MNXM2981;MNXM44319"	"m01400s"
"m01401c"	"m01401"	"btn"	"C00120"	"HMDB00030"	"CHEBI:15956"	"171548"	""	""	""	"btn"	"MNXM304"	"m01401c"
"m01401n"	"m01401"	"btn"	"C00120"	"HMDB00030"	"CHEBI:15956"	"171548"	""	""	""	"btn"	"MNXM304"	"m01401n"
"m01401s"	"m01401"	"btn"	"C00120"	"HMDB00030"	"CHEBI:15956"	"171548"	""	""	""	"btn"	"MNXM304"	"m01401s"
"m01402c"	"m01402"	"btamp"	"C05921"	""	"CHEBI:3110"	"5326875"	""	""	""	"btamp"	"MNXM2351"	"m01402c"
"m01403c"	"m01403"	""	"C11036"	""	"CHEBI:3179"	""	""	""	""	"M01403"	"MNXM7135"	"m01403c"
"m01403s"	"m01403"	""	"C11036"	""	"CHEBI:3179"	""	""	""	""	"M01403"	"MNXM7135"	"m01403s"
"m01404c"	"m01404"	""	"C14842"	""	""	""	""	""	""	"M01404"	"MNXM10834"	"m01404c"
"m01405c"	"m01405"	""	"C14840"	""	""	""	""	""	""	"M01405"	"MNXM4493"	"m01405c"
"m01406c"	"m01406"	""	"C14844"	""	""	""	""	""	""	"M01406"	"MNXM7136"	"m01406c"
"m01407c"	"m01407"	""	"C14839"	""	""	""	""	""	""	"M01407"	"MNXM4494"	"m01407c"
"m01408c"	"m01408"	""	"C08299"	""	"CHEBI:3210"	""	""	""	""	"M01408"	"MNXM10835"	"m01408c"
"m01409c"	"m01409"	""	"C04246"	""	""	""	""	""	"HC01255"	"HC01255"	"MNXM3229"	"m01409c"
"m01410c"	"m01410"	"but"	"C00246"	"HMDB00039"	"CHEBI:30772"	"264"	"LMFA01010004"	""	"HC00223"	"but"	"MNXM162281;MNXM458"	"m01410c"
"m01410s"	"m01410"	"but"	"C00246"	"HMDB00039"	"CHEBI:30772"	"264"	"LMFA01010004"	""	"HC00223"	"but"	"MNXM162281;MNXM458"	"m01410s"
"m01411c"	"m01411"	""	"C05745"	""	""	""	""	""	"HC01588"	"HC01588"	"MNXM2645"	"m01411c"
"m01412c"	"m01412"	"btcoa"	"C00136"	"HMDB01088"	"CHEBI:57371"	"265"	""	""	"HC00134"	"btcoa"	"MNXM233"	"m01412c"
"m01412m"	"m01412"	"btcoa"	"C00136"	"HMDB01088"	"CHEBI:57371"	"265"	""	""	"HC00134"	"btcoa"	"MNXM233"	"m01412m"
"m01412p"	"m01412"	"btcoa"	"C00136"	"HMDB01088"	"CHEBI:57371"	"265"	""	""	"HC00134"	"btcoa"	"MNXM233"	"m01412p"
"m01413c"	"m01413"	"ca2"	"C00076"	"HMDB00464"	"CHEBI:29108"	"271"	""	""	""	"ca2"	"MNXM128"	"m01413c"
"m01413s"	"m01413"	"ca2"	"C00076"	"HMDB00464"	"CHEBI:29108"	"271"	""	""	""	"ca2"	"MNXM128"	"m01413s"
"m01414c"	"m01414"	"34dhcinm"	"C01197"	"HMDB03501"	"CHEBI:16433"	"689043"	""	""	""	"34dhcinm"	"MNXM890"	"m01414c"
